solver	short_set_up	fitness_evaluation	avg_percentage_q1	avg_percentage_q3	avg_percentage_median
lgp	D-SEQ	335000	0.09705323198189336	0.14530675016188369	0.14328900096006686
lgp	D-SEQ	340000	0.08739924609350655	0.15685975834882504	0.1377114409115165
lgp	D-SEQ	345000	0.07121922374547768	0.14297060470562428	0.0863280358413855
lgp	D-SEQ	350000	0.062423516064882195	0.1453695634069542	0.13686092422964669
lgp	D-SEQ	355000	0.07662824091191087	0.1454642604027564	0.13574898716372746
lgp	D-SEQ	360000	0.03515110393830882	0.14637553753952182	0.08327927013548705
lgp	D-SEQ	365000	0.09956990523884687	0.1832407003190989	0.1368609198834747
lgp	D-SEQ	370000	0.03998465494563175	0.1438037102731565	0.05550849383386465
lgp	D-SEQ	375000	0.08349898923188442	0.1743334888402993	0.1368609198834747
lgp	D-SEQ	380000	0.09752484069516257	0.14456870034337044	0.13763523303593195
